Museum Name	Legal Name	Museum Type	Latitude	Longitude	Income	Revenue
FIRE DEPARTMENT MUSEUM OF MEMPHIS	FIRE DEPARTMENT MUSEUM OF MEMPHIS INC	GENERAL MUSEUM	35.14799	-90.0512	335291.0	302928.0
FIRST FIRE TRUCK	FIRST FIRE TRUCK FUND	HISTORY MUSEUM	36.21321	-83.29403	0.0	0.0
FORT DEFIANCE	FRIENDS OF FORT DEFIANCE	HISTORIC PRESERVATION	36.54246	-87.37127	0.0	0.0
FORT DONELSON CAMPAIGN	FRIENDS OF THE FORT DONELSON CAMPAIGN	HISTORIC PRESERVATION	36.44856	-87.8965	0.0	0.0
FRANKLIN COUNTY HISTORICAL SOCIETY	FRANKLIN COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	35.19067	-86.13233	0.0	0.0
FRIST CENTER FOR THE VISUAL ARTS	FRIST CENTER FOR THE VISUAL ARTS IN C	GENERAL MUSEUM	36.15818	-86.78352	12728552.0	11999567.0
GERMANTOWN MUSEUM	GERMANTOWN MUSEUM	GENERAL MUSEUM	35.08157	-89.79721	3534.0	3534.0
GILES COUNTY ANTIQUE POWER	GILES COUNTY ANTIQUE POWER	HISTORIC PRESERVATION	35.15901	-87.07114	0.0	0.0
GILES COUNTY HISTORICAL SOCIETY	GILES COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	35.20919	-87.02235	0.0	0.0
GOVERNOR JOHN SEVIER MEMORIAL ASSOCIATION	GOVERNOR JOHN SEVIER MEMORIAL ASSOCIATION	GENERAL MUSEUM	35.89879	-83.87592	88024.0	86333.0
GOVERNOR WILLIAM BLOUNT MANSION	GOVERNOR WILLIAM BLOUNT MANSION ASSOCIATION	HISTORIC PRESERVATION	35.96101	-83.91842	746585.0	742855.0
GRAINGER COUNTY HISTORICAL SOCIETY	GRAINGER COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	36.24638	-83.50756	0.0	0.0
GRANVILLE MUSEUM	GRANVILLE MUSEUM INC	HISTORY MUSEUM	36.27168	-85.79683	210282.0	125608.0
GREAT SMOKEY MOUNTAIN HERITAGE CENTER	GREAT SMOKY MOUNTAIN HERITAGE CENTER INC	SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM	35.67836	-83.7326	747135.0	662326.0
GREAT SMOKY MOUNTAIN HERITAGE CENTER	GREAT SMOKY MOUNTAIN HERITAGE CENTER INC	SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM	35.67836	-83.7326	747135.0	662326.0
GREATER CHATTANOOGA SPORTS HALL OF FAME	GREATER CHATTANOOGA SPORTS HALL OF FAME INC	GENERAL MUSEUM	35.11689	-85.28419	0.0	0.0
GREENBACK HISTORICAL SOCIETY & HERITAGE MUSEUM	GREENBACK HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	35.64852	-84.13226	0.0	0.0
GREENBRIER HISTORICAL SOCIETY	GREENBRIER HISTORICAL SOCIETY	HISTORIC PRESERVATION	36.42624	-86.80029	0.0	0.0
GREENE COUNTY HERITAGE TRUST	GREENE COUNTY HERITAGE TRUST FOR HISTORIC PRESERVATION AND	HISTORIC PRESERVATION	36.16334	-82.81242	0.0	0.0
GREER GOLDEN DENMARK WEST CULTURAL AND HISTORICAL SOCIETY	GREER GOLDEN DENMARK WEST CULTURAL AND HISTORICAL SOCIETY I	HISTORIC PRESERVATION	35.58913	-88.89186	0.0	0.0
GRUNDY COUNTY HISTORICAL SOCIETY	GRUNDY COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	35.26886	-85.73664	59507.0	45937.0
GRUNDY COUNTY SWISS HISTORICAL SOCIETY	GRUNDY COUNTY SWISS HISTORICAL SOCIETY	HISTORIC PRESERVATION	35.37763	-85.63213	0.0	0.0
GULF MOBILE & OHIO HISTORICAL SOCIETY	GULF MOBILE & OHIO HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	35.09552	-89.80634	0.0	0.0
HAMPSHIRE MUSEUM	HAMPSHIRE MUSEUM	HISTORIC PRESERVATION	35.58299	-87.29033	0.0	0.0
HANDS ON! REGIONAL MUSEUM	HANDS ON REGIONAL MUSEUM INC	CHILDREN'S MUSEUM	36.31629	-82.36162	889887.0	821252.0
HANDS-ON SCIENCE CENTER	HANDS-ON SCIENCE CENTER INC	SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM	35.3612	-86.19353	164254.0	157576.0
HARMONY SCHOOL	HARMONY SCHOOL INC	GENERAL MUSEUM	35.43889	-85.71114	0.0	0.0
HART GALLERY TENNESSEE	HART GALLERY TENNESSEE	ART MUSEUM	35.03548	-85.30583	149696.0	123122.0
HAWKINS COUNTY GENEALOGICAL & HISTORICAL SOCIETY	HAWKINS COUNTY GENEALOGICAL AND HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	36.41101	-82.98174	3013.0	3013.0
HERITAGE ALLIANCE	HERITAGE ALLIANCE OF NORTHEAST TENNESSEE AND SOUTHWEST VIRG	HISTORIC PRESERVATION	36.29615	-82.47251	121071.0	115832.0
HERITAGE ALLIANCE CENTER	HERITAGE ALLIANCE INC	HISTORIC PRESERVATION	35.68123	-85.77185	0.0	0.0
HERMITAGE	LA ERMITA - THE HERMITAGE INC	GENERAL MUSEUM	32.8439	-83.63569	14935.0	14935.0
HICKMAN COUNTY HISTORICAL SOCIETY	HICKMAN COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	35.776	-87.4831	8024.0	8024.0
HIGHLAND RIM HISTORICAL SOCIETY	HIGHLAND RIM HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	36.57418	-86.50558	0.0	0.0
HIRAM LODGE PRESERVATION	HIRAM LODGE PRESERVATION INC	HISTORIC PRESERVATION	35.92314	-86.8698	75833.0	75833.0
HISTORIC ARCHIVES OF ROSEMARK & ENVIRONS	HISTORIC ARCHIVES OF ROSEMARK & ENVIRONS INC	HISTORIC PRESERVATION	35.37857	-89.78718	0.0	0.0
HISTORIC CARNTON PLANTATION ASSOCIATION	HISTORIC CARNTON PLANTATION ASSOCIATION INC	HISTORIC PRESERVATION	35.8503	-86.85817	277210.0	127921.0
HISTORIC COLLINSVILLE	HISTORIC COLLINSVILLE	HISTORY MUSEUM	36.37463	-87.28169	13080.0	12915.0
HISTORIC CRAGFONT	HISTORIC CRAGFONT INC	HISTORIC PRESERVATION	36.40033	-86.33974	87105.0	65798.0
HISTORIC NASHVILLE	HISTORIC NASHVILLE INC	HISTORIC PRESERVATION	36.16371	-86.77998	0.0	0.0
HISTORIC PRESERVATION SOCIETY OF TULLAHOMA	HISTORIC PRESERVATION SOCIETY OF TULLAHOMA INC	HISTORIC PRESERVATION	35.34915	-86.23084	0.0	0.0
HISTORIC RUGBY	HISTORIC RUGBY INC	HISTORIC PRESERVATION	36.36132	-84.70229	553323.0	542236.0
HISTORICAL MINIATURES GAMING SOCIETY MID SOUTH	HISTORICAL MINIATURES GAMING SOCIETY MID SOUTH	HISTORIC PRESERVATION	36.55683	-86.66304	0.0	0.0
HISTORICAL SOCIETY OF THE US DISTRICT COURT FOR THE EASTERN DISTRICT	HISTORICAL SOCIETY OF THE U S DIST COURT FOR EASTERN DISTRI	HISTORIC PRESERVATION	35.96225	-83.91771	0.0	0.0
HONOR FLIGHT OF NORTHEAST TENNESSEE REGION	HONOR FLIGHT OF NORTHEAST TENNESSEE REGION	HISTORIC PRESERVATION	36.13466	-82.40762	0.0	0.0
HOUSTON COUNTY HISTORICAL SOCIETY	HOUSTON COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	36.30434	-87.67823	0.0	0.0
HOUSTON MUSEUM OF DECORATIVE ARTS	HOUSTON MUSEUM OF DECORATIVE ARTS	ART MUSEUM	35.0547	-85.30579	102233.0	68155.0
HUMBOLDT HISTORICAL SOCIETY	HUMBOLDT HISTORICAL SOCIETY INCORPORATED	HISTORIC PRESERVATION	35.81927	-88.9054	350.0	350.0
HUMPHREYS COUNTY HISTORICAL SOCIETY	HUMPHREYS COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	36.08179	-87.77104	0.0	0.0
HUMPHREYS COUNTY MUSEUM	THE HUMPHREYS COUNTY MUSEUM	HISTORY MUSEUM	36.07988	-87.79278	0.0	0.0
HUNTER MUSEUM OF ART	HUNTER MUSEUM OF ART	ART MUSEUM	35.05554	-85.30575	3241774.0	2428727.0
INTER-MUSEUM COUNCIL OF NASHVILLE	INTER-MUSEUM COUNCIL OF NASHVILLEINC	GENERAL MUSEUM	36.15824	-86.78337	0.0	0.0
INTERNATIONAL ROCK-A-BILLY HALL OF FAME	INTERNATIONAL ROCK-A-BILLY HALL OF FAME INC	GENERAL MUSEUM	35.61432	-88.8173	27323.0	27323.0
INTERNATIONAL TOWING AND RECOVERY HALL OF FAME AND MUSEUM	INTERNATIONAL TOWING AND RECOVERY HALL OF FAME AND MUSEUM	GENERAL MUSEUM	35.01693	-85.32328	732948.0	490482.0
ITALIA NASHVILLE GUILD	ITALIA NASHVILLE GUILD	HISTORIC PRESERVATION	36.11944	-86.79778	0.0	0.0
JACKSON PARKS AND RECREATION	JACKSON COUNTY PARKS ASSOCIATION	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	42.22654	-84.44421	0.0	0.0
JAMES D VAUGHAN REAL ESTATE TRUST	JAMES D VAUGHAN REAL ESTATE TRUSTINCORPORATED	GENERAL MUSEUM	35.32431	-87.46998	0.0	0.0
JAMES K POLK MEMORIAL ASSOCIATION	JAMES K POLK MEMORIAL ASSOCIATION	HISTORIC PRESERVATION	35.61521	-87.03824	293975.0	248384.0
JAMES WHITES FORT ASSOCIATION	JAMES WHITES FORT ASSOCIATION INC	HISTORIC PRESERVATION	35.96188	-83.91334	83297.0	70445.0
JOHN C. HUTCHESON GALLERY	LIPSCOMB UNIVERSITY	ART MUSEUM	36.10612	-86.79519	177105210.0	157030508.0
JOHNSON COUNTY HISTORICAL SOCIETY	JOHNSON COUNTY HISTORICAL SOCIETY INCORPORATED	HISTORIC PRESERVATION	36.46252	-81.81552	0.0	0.0
JOHNSONVILLE STATE HISTORIC ARE	FRIENDS OF THE JOHNSONVILLE STATE HISTORIC PARK	HISTORIC PRESERVATION	36.04866	-87.9246	0.0	0.0
KETNERS MILLS FOUNDATION	KETNERS MILLS FOUNDATION	HISTORIC PRESERVATION	35.04293	-85.30444	99105.0	54779.0
KNOX HERITAGE	KNOX HERITAGE INC	HISTORIC PRESERVATION	35.94813	-83.96026	2894716.0	2857648.0
KNOXVILLE BOTANICAL GARDENS AND ARBORETUM	KNOXVILLE BOTANICAL GARDENS AND ARBORETUM	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	35.98172	-83.88583	511983.0	464416.0
KNOXVILLE CIVIL WAR ROUNDTABLE	KNOXVILLE CIVIL WAR ROUNDTABLE INC	HISTORIC PRESERVATION	35.94309	-84.01117	0.0	0.0
KNOXVILLE MUSEUM OF ART	KNOXVILLE MUSEUM OF ART	ART MUSEUM	35.96169	-83.92516	7192899.0	6902750.0
KNOXVILLE MUSEUM OF ART FOUNDATION	KNOXVILLE MUSEUM OF ART FOUNDATION	ART MUSEUM	35.96169	-83.92516	676366.0	510853.0
KNOXVILLE ZOOLOGICAL GARDENS	KNOXVILLE ZOOLOGICAL GARDENS INC	ZOO, AQUARIUM, OR WILDLIFE CONSERVATION	36.00225	-83.88296	11884663.0	11680679.0
LADIES HERMITAGE ASSOCIATION	ANDREW JACKSON FOUNDATION	HISTORIC PRESERVATION	36.21296	-86.61297	5653188.0	4879502.0
LAKEWAY CIVIL WAR PRESERVATION ASSOCIATION	LAKEWAY CIVIL WAR PRESERVATION ASSOCIATION	HISTORIC PRESERVATION	36.21321	-83.29403	15271.0	15271.0
LAWRENCE COUNTY GENEALOGICAL SOCIETY	LAWRENCE COUNTY GENEALOGICAL SOCIETY INC	HISTORIC PRESERVATION	35.16203	-87.34751	0.0	0.0
LEVITT PAVILLION- MEMPHIS	FRIENDS OF THE LEVITT PAVILLION- MEMPHIS INC	HISTORIC PRESERVATION	35.14238	-89.99601	662024.0	647957.0
LEWIS COUNTY HISTORICAL SOCIETY	THE LEWIS COUNTY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	35.54766	-87.55037	84615.0	61174.0
LEWIS COUNTY MUSEUM	THE LEWIS COUNTY HISTORICAL SOCIETY INC	GENERAL MUSEUM	35.53841	-87.5521	84615.0	61174.0
LINCOLN COUNTY HISTORICAL SOCIETY	LINCOLN COUNTY HISTORICAL SOCIETYINC	HISTORIC PRESERVATION	35.08454	-86.59744	0.0	0.0
LINCOLN COUNTY MUSEUM	LINCOLN COUNTY MUSEUM ASSOCIATION	GENERAL MUSEUM	35.14951	-86.57112	33703.0	29411.0
LITTLE PONDEROSA ZOO AND RESCUE	LITTLE PONDEROSA ZOO AND RESCUE INC	ZOO, AQUARIUM, OR WILDLIFE CONSERVATION	36.11983	-84.17784	188194.0	188194.0
LITTLE RIVER RAILROAD AND LUMBER COMPANY MUSEUM	LITTLE RIVER RAILROAD AND LUMBER COMPANY	GENERAL MUSEUM	35.67633	-83.7556	0.0	0.0
LITTLE RIVER RAILROAD/LUMBER	LITTLE RIVER RAILROAD AND LUMBER COMPANY	GENERAL MUSEUM	35.67736	-83.76584	0.0	0.0
LORRAINE CIVIL RIGHTS MUSEUM	LORRAINE CIVIL RIGHTS MUSEUM FOUNDATION	HISTORY MUSEUM	35.13441	-90.05797	10040803.0	9170654.0
LOTZ HOUSE FOUNDATION	LOTZ HOUSE FOUNDATION	HISTORY MUSEUM	35.91721	-86.87315	178808.0	154425.0
MABRY-HAZEN HISTORICAL MUSEUM FOUNDATION	MABRY-HAZEN HISTORICAL MUSEUM FOUNDATION	HISTORY MUSEUM	35.94361	-83.98323	72814.0	72480.0
MACON COUNTY HISTORICAL SOCIETY	MACON COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	36.53907	-86.01366	4897.0	4345.0
MARBLE SPRINGS	GOVERNOR JOHN SEVIER MEMORIAL ASSOCIATION	GENERAL MUSEUM	35.89961	-83.85518	88024.0	86333.0
MARSHALL COUNTY HISTORICAL SOCIETY	MARSHALL COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	35.46627	-86.7809	0.0	0.0
MATT GARDNER HOMESTEAD MUSEUM	MATT GARDNER HOMESTEAD MUSEUM	HISTORY MUSEUM	35.04768	-86.86869	0.0	0.0
MAURY COUNTY HISTORICAL BENEFIT ASSOCIATION	MAURY COUNTY HISTORICAL BENEFIT ASSOCIATION	HISTORIC PRESERVATION	35.61562	-87.04233	53415.0	26186.0
MAXWELL ACADEMY HISTORICAL ASSOCIATION	MAXWELL ACADEMY HISTORICAL ASSOCIATION	HISTORIC PRESERVATION	36.5074	-82.84587	0.0	0.0
MCMINNVILLE HERITAGE PRESERVATION	MCMINNVILLE HERITAGE PRESERVATIONINC	HISTORIC PRESERVATION	35.62703	-85.86539	2200.0	2200.0
MCNAIRY COUNTY HISTORICAL SOCIETY	MCNAIRY COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	35.17082	-88.59288	0.0	0.0
MEIGS COUNTY HISTORICAL SOCIETY	MEIGS COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	35.51455	-84.78448	0.0	0.0
MEMPHIS AMATEUR SPORTS HALL OF FAME	MEMPHIS AMATEUR SPORTS HALL OF FAME INC	GENERAL MUSEUM	35.1694	-89.77732	0.0	0.0
MEMPHIS BELLE MEMORIAL ASSOCIATION	MEMPHIS BELLE MEMORIAL ASSOCIATION INC	GENERAL MUSEUM	35.21927	-89.92536	11000.0	11000.0
MEMPHIS BOTANIC GARDEN	MEMPHIS BOTANIC GARDEN FOUNDATION INC	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	35.10751	-89.91858	7896816.0	5441269.0
MEMPHIS BROOKS MUSEUM DECORATIVE ARTS TRUST	MEMPHIS BROOKS MUSEUM DECORATIVE ARTS TRUST INC	ART MUSEUM	35.14414	-90.01433	86543.0	84449.0
MEMPHIS BROOKS MUSEUM OF ART	MEMPHIS BROOKS MUSEUM OF ART INC	ART MUSEUM	35.14238	-89.99601	5027146.0	4261026.0
MEMPHIS COTTON MAKERS JUBILEE MUSEUM	MEMPHIS COTTON MAKERS JUBILEE MUSEUM	GENERAL MUSEUM	35.12539	-90.02261	0.0	0.0
MEMPHIS HERITAGE	MEMPHIS HERITAGE INCORPORATED	HISTORIC PRESERVATION	35.13644	-89.98506	127324.0	112689.0
MEMPHIS PINK PALACE MUSEUM	MEMPHIS MUSEUMS INC	GENERAL MUSEUM	35.12365	-89.96018	3355348.0	2337920.0
MEMPHIS RAILROAD AND TROLLEY MUSEUM	MEMPHIS RAILROAD AND TROLLEY MUSEUM INC	HISTORIC PRESERVATION	35.13253	-90.05909	0.0	0.0
MEMPHIS ROCK-N-SOUL	MEMPHIS ROCK-N-SOUL INC	GENERAL MUSEUM	35.14889	-90.05008	876719.0	740749.0
MEMPHIS TRANSPORTATION MUSEUM	MEMPHIS TRANSPORTATION MUSEUM	GENERAL MUSEUM	35.19249	-89.63337	0.0	0.0
MEMPHIS ZOO	MEMPHIS ZOO INC	ZOO, AQUARIUM, OR WILDLIFE CONSERVATION	35.15132	-89.99841	18356207.0	16795174.0
MID-SOUTH LIVE STEAMERS	MID-SOUTH LIVE STEAMERS INCORPORATED	GENERAL MUSEUM	35.61423	-87.08883	0.0	0.0
MID-TENNESSEE GEM & MINERAL SOCIETY	MID-TENNESSEE GEM & MINERAL SOCIETY INC	NATURAL HISTORY MUSEUM	35.83526	-86.39296	0.0	0.0
MIDDLE TENNESSEE MUSEUM OF NATURAL HISTORY	MIDDLE TENNESSEE MUSEUM OF NATURAL HISTORY	NATURAL HISTORY MUSEUM	35.83605	-86.40288	9564.0	9564.0
MILITARY MEMORIAL MUSEUM OF UPPER CUMBERLAND	MILITARY MEMORIAL MUSEUM OF UPPER CUMBERLAND	GENERAL MUSEUM	35.94784	-85.02629	0.0	0.0
MILLIGAN ART GALLERY	MILLIGAN COLLEGE	ART MUSEUM	36.3023	-82.296	41596456.0	41596456.0
MITCHELL MUSEUM	TULLAHOMA SOUTH JACKSON CIVIC ASSOCIATION INC	GENERAL MUSEUM	35.35693	-86.20725	420459.0	361940.0
MONROE COUNTY HISTORICAL SOCIETY	MONROE COUNTY HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	35.67191	-84.26615	0.0	0.0
MONTEREY DEPOT HISTORICAL SOCIETY	MONTEREY DEPOT HISTORICAL SOCIETY	HISTORIC PRESERVATION	36.1453	-85.26578	0.0	0.0
MONTGOMERY COUNTRY HISTORIAL SOCIETY	MONTGOMERY COUNTRY HISTORIAL SOCIETY	HISTORIC PRESERVATION	36.52794	-87.34614	0.0	0.0
MOORE COUNTY HISTORICAL & GENEALOGICAL SOCIETY	MOORE COUNTY HISTORICAL & GENEALOGICAL SOCIETY	HISTORIC PRESERVATION	35.28266	-86.37216	0.0	0.0
MT PLEASANT MAURY MUSEUM OF LOCAL HISTORY	MT PLEASANT MAURY MUSEUM OF LOCAL HISTORY	GENERAL MUSEUM	35.53407	-87.20757	0.0	0.0
MUSEUM AT MOUNTAIN HOME	MUSEUM AT MOUNTAIN HOME	HISTORY MUSEUM	36.3067	-82.37744	0.0	0.0
MUSEUM OF AMERICAN MILITARY ARTIFACTS	MUSEUM OF AMERICAN MILITARY ARTIFACTS	GENERAL MUSEUM	36.03654	-86.78472	0.0	0.0
MUSEUM OF APPALACHIA	MUSEUM OF APPALACHIA	GENERAL MUSEUM	36.19449	-84.07069	873734.0	667984.0
MUSEUM OF EAST TENNESSEE HISTORY	EAST TENNESSEE HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	35.96422	-83.91779	1243545.0	741573.0
MUSEUM OF FLIGHT HIXSON	MUSEUM OF FLIGHT HIXSON	GENERAL MUSEUM	35.19075	-85.17265	0.0	0.0
MUSEUM OF POWER AND INDUSTRY	THE MUSEUM OF POWER AND INDUSTRY	HISTORY MUSEUM	35.09263	-86.27175	0.0	0.0
MUSEUM OF THE CHEROKEE INDIAN	FRIENDS OF SEQUOYAH	GENERAL MUSEUM	35.5585	-84.18483	287802.0	259822.0
NASHVILLE CHATTANOOGA AND ST LOUIS RAILWAY PRESERVATION SOCIETY	NASHVILLE CHATANOOGA AND ST LOUISRAILWAY PRESERVATION SOCIE	HISTORY MUSEUM	36.33548	-86.72187	0.0	0.0
NASHVILLE ZOO	NASHVILLE ZOO INC	ZOO, AQUARIUM, OR WILDLIFE CONSERVATION	36.09227	-86.73578	16713523.0	15042510.0
NATHANAEL GREENE MUSEUM	NATHANAEL GREENE MUSEUM INC	GENERAL MUSEUM	36.16052	-82.83265	87976.0	78956.0
NATIONAL MEDAL OF HONOR MUSEUM	MEDAL OF HONOR HALL OF VALOR MUSEUM OF MILITARY HISTORY FOU	GENERAL MUSEUM	35.11689	-85.28419	31318.0	28060.0
NATIONAL MUSEUM OF AFRICAN AMERICAN MUSIC	AFRICAN-AMERCIAN HISTORY FOUNDATION OF NASHVILLE	HISTORY MUSEUM	36.15732	-86.79303	364609.0	364609.0
NATIONAL ORNAMENTAL METAL MUSEUM	NATIONAL ORNAMENTAL METAL MUSEUM FOUNDATION INC	ART MUSEUM	35.12363	-90.07507	1164192.0	975978.0
NETHERLAND INN EXCHANGE PLACE ASSOCIATION	NETHERLAND INN EXCHANGE PLACE ASSOCIATION INC	HISTORIC PRESERVATION	36.54372	-82.48465	86703.0	86703.0
NEWPORT COCKE COUNTY MUSEUM	NEWPORT COCKE COUNTY MUSEUM INC	GENERAL MUSEUM	35.93026	-83.19799	43.0	43.0
NICHOLAS GIBBS HISTORICAL SOCIETY	NICHOLAS GIBBS HISTORICAL SOCIETY	HISTORIC PRESERVATION	36.15127	-83.76428	0.0	0.0
NOLENSVILLE HISTORICAL SOCIETY	NOLENSVILLE HISTORICAL SOCIETY	HISTORIC PRESERVATION	35.95704	-86.67175	0.0	0.0
NORTH CHICKAMAUGA CREEK CONSERVANCY	NORTH CHICKAMAUGA CREEK CONSERVANCY	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	35.12636	-85.21375	93580.0	93580.0
OAK RIDGE COMMUNITY ART CENTER	OAK RIDGE ART CENTER	ART MUSEUM	36.01082	-84.26545	170721.0	170721.0
OAKLANDS MUSEUM	OAKLANDS ASSOCIATION INCORPORATED	HISTORIC PRESERVATION	35.83526	-86.39296	226763.0	172701.0
OKLAHOMA HISTORICAL SOCIETY ARCHIVES	FRIENDS OF THE ARCHIVES HISTORICAL & PRESERVATION SOCEITY	HISTORIC PRESERVATION	35.52023	-84.36342	0.0	0.0
OLD GLADE ANTIQUE TRACTOR ASSOCATION	OLD GLADE ANTIQUE TRACTOR ASSOCATION	HISTORY MUSEUM	36.59135	-82.19199	0.0	0.0
OLD JAIL MUSEUM	OLD JAIL MUSEUM	HISTORY MUSEUM	35.19067	-86.13233	0.0	0.0
OLD SMOKY RAILWAY MUSEUM	OLD SMOKY RAILWAY MUSEUM INC	GENERAL MUSEUM	35.96101	-83.91842	0.0	0.0
OLIVER SPRINGS HISTORICAL SOCIETY	OLIVER SPRINGS HISTORICAL SOCIETY	HISTORIC PRESERVATION	36.03041	-84.35977	0.0	0.0
OMEGA GALLERY	CARSON-NEWMAN UNIVERSITY	ART MUSEUM	36.11267	-83.47903	58514913.0	58514913.0
OSCAR L FARRIS AGRICULTURAL MUSEUM	OSCAR L FARRIS AGRICULTURAL MUSEUM ASSOCIATION	GENERAL MUSEUM	36.06486	-86.75145	39671.0	39671.0
OVERTON COUNTY HISTORICAL MUSEUM	OVERTON COUNTY HERITAGE MUSEUM INC	HISTORIC PRESERVATION	36.38288	-85.32726	4454.0	4454.0
OVERTON COUNTY HISTORICAL SOCIETY	OVERTON COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	36.38424	-85.3274	0.0	0.0
PALMERVILLE HISTORICAL SOCIETY	PALMERVILLE HISTORICAL SOCIETY INC	HISTORIC PRESERVATION	36.42548	-88.59073	0.0	0.0
PARIS-HENRY COUNTY HERITAGE CENTER	PARIS-HENRY COUNTY HERITAGE CENTER	GENERAL MUSEUM	36.3075	-88.32532	68759.0	61284.0
PARKERS CROSSROADS BATTLEFIELD ASSOCIATION	PARKERS CROSSROADS BATTLEFIELD ASSOCIATION	HISTORIC PRESERVATION	35.76486	-88.39467	0.0	0.0
PERRY COUNTY HISTORICAL SOCIETY	PERRY COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	35.60929	-87.8423	0.0	0.0
PICKETT COUNTY HISTORICAL AND GENEALOGICAL SOCIETY	PICKETT COUNTY HISTORICAL AND GENEALOGICAL SOCIETY	HISTORIC PRESERVATION	36.58862	-85.19106	1060.0	1060.0
PIONEER HALL MUSEUM	PLEASANT HILL HISTORICAL SOCIETY OF THE CUMBERLANDS INC	HISTORY MUSEUM	35.97689	-85.19744	0.0	0.0
PLEASANT HILL HISTORICAL SOCIETY OF THE CUMBERLANDS	PLEASANT HILL HISTORICAL SOCIETY OF THE CUMBERLANDS INC	HISTORIC PRESERVATION	35.97689	-85.19744	0.0	0.0
POLK COUNTY HISTORICAL & GENEALOGICAL SOCIETY	POLK COUNTY HISTORICAL & GENEALOGICAL SOCIETY	HISTORIC PRESERVATION	35.17852	-84.63937	0.0	0.0
PRESERVATION OF EAST MAIN AND SURROUNDINGS	PRESERVATION OF EAST MAIN AND SURROUNDINGS	HISTORIC PRESERVATION	35.61393	-88.80918	0.0	0.0
PRESIDENT ANDREW JOHNSON MUSEUM AND LIBRARY	TUSCULUM COLLEGE	GENERAL MUSEUM	36.12126	-82.8485	41542396.0	41542396.0
RAILROAD HERITAGE ALLIANCE	RAILROAD HERITAGE ALLIANCE INC	HISTORIC PRESERVATION	35.73252	-81.33632	0.0	0.0
REMNANT YUCHI NATION EDUCATIONAL ALLIANCE	REMNANT YUCHI NATION EDUCATIONALALLIANCE INC	HISTORIC PRESERVATION	36.53756	-82.42903	0.0	0.0
RHODES COLLEGE HERBARIUM	RHODES COLLEGE	ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER	35.15162	-89.98897	169018364.0	169018364.0
RIPPAVILLA	RIPPAVILLA INC	HISTORY MUSEUM	35.73565	-86.95075	249176.0	208249.0
RIPPAVILLA PLANTATION	RIPPAVILLA INC	HISTORIC PRESERVATION	35.73565	-86.95075	249176.0	208249.0
ROANE COUNTY HERITAGE COMMISSION	ROANE COUNTY HERITAGE COMMISSION	HISTORIC PRESERVATION	35.87162	-84.51576	30051.0	26259.0
ROARK-CONNER ASSOCIATION	ROARK-CONNER ASSOCIATION	HISTORIC PRESERVATION	35.12791	-85.25865	0.0	0.0
ROBERT E LEE SCHOOL ASSOCIATION	ROBERT E LEE SCHOOL ASSOCIATION	HISTORIC PRESERVATION	36.30595	-88.32942	101640.0	98990.0
ROBERTSON COUNTY HISTORICAL SOCIETY	ROBERTSON COUNTY HISTORICAL SOCIETY	HISTORIC PRESERVATION	36.49182	-86.93098	63425.0	63425.0
ROCK CASTLE	FRIENDS OF ROCK CASTLE INC	HISTORIC PRESERVATION	36.2811	-86.59604	177284.0	136318.0
ROCKWOOD 2000	ROCKWOOD 2000 INC	HISTORIC PRESERVATION	35.86238	-84.698	0.0	0.0
ROCKY MOUNT HISTORICAL ASSOCIATION	ROCKY MOUNT HISTORICAL ASSOCIATION	HISTORIC PRESERVATION	36.4402	-82.3407	392129.0	381214.0
ROSEMONT RESTORATION FOUNDATION	ROSEMONT RESTORATION FOUNDATION INC	HISTORIC PRESERVATION	36.37539	-86.44167	76052.0	72159.0
